,Air Temperature °F,Avg. Wind Direction °,Avg. Wind Speed mph,Dew Point °F,Freeze Point #3 °F,Freeze Point 1 °F,Freeze Point 2 °F,Freeze Point Approach °F,Freeze Point Bridge A °F,Freeze Point Bridge [index],Freeze Point Bridge °F,Freeze Point °F,Freezing Temp. Approach °F,Freezing Temperature Approach °F,Freezing Temperature °F,Friction Approach N/A,Friction Bridge N/A,Friction N/A,Gust Wind Direction °,Gust Wind Speed mph,Max Air Temperature °F,Min Air Temperature °F,Precipitation End Time timestamp,Precipitation Situation [logic],Precipitation Start Time timestamp,Precipitation Yes/No [logic],Rel. Humidity %,Road Condition # 3 [logic],Road Condition 1 [logic],Road Condition 2 [logic],Road Condition Approach [logic],Road Condition Bridge A [logic],Road Condition Bridge [logic],Road Condition [logic],Road Temp #3 °F,Road Temp Bridge °F,Road Temp. 1 °F,Road Temp. 2 °F,Road Temp. Approach °F,Road Temp. Bridge A °F,Road Temp. Bridge °F,Road Temperature Approach °F,Road Temperature Bridge °F,Saline Concentration %,Saline Concentration Approach %,Saline Concentration Bridge  %,Saline Concentration Bridge %,Saline Concentration Bridge [rate],Spot Wind Direction °,Sub Surface Temperature °F,SubSurface Temperature °F,Subsurface Temperature  °F,Subsurface Temperature 1 °F,Subsurface Temperature Approach °F,Surface Salinity #3 %,Surface Salinity 1 %,Surface Salinity 2 %,Surface Salinity Approach %,Surface Salinity Bridge %,Surface Salinity Bridge A %,Surface Temperature Approach °F,Surface Temperature °F,Visibility m,Water Film  Approach mil,Water Film  mil,Water Film Approach mil,Water Film Height Approach mil,Water Film Height Bridge mil,WaterFilm Height Bridge mil,Wet Bulb Temperature °F,Wind Speed mph,date_time
,40.28,155.00,4.70,24.08,,,,,,,,,,,,0.82,0.82,,119.00,9.17,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,52.00,,,,10.00,,10.00,,,45.37,,,,,,,,,,,,,184.00,,,,,50.07,,,,,,,45.08,,,,,0.00,,,0.06,34.88,4.47,2016/04/14 12:50:00
,41.36,115.00,5.82,23.54,,,,,,,,,,,,0.82,0.82,,128.00,8.50,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,48.00,,,,10.00,,10.00,,,46.36,,,,,,,,,,,,,122.00,,,,,49.99,,,,,,,46.25,,,,,0.00,,,0.06,35.42,5.14,2016/04/14 13:01:00
,42.44,120.00,7.16,21.74,,,,,,,,,,,,0.82,0.82,,128.00,12.30,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,43.00,,,,10.00,,10.00,,,47.61,,,,,,,,,,,,,122.00,,,,,49.91,,,,,,,47.57,,,,,0.00,,,0.13,35.78,11.18,2016/04/14 13:11:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/04/14 13:20:00
,44.06,135.00,4.47,21.38,,,,,,,,,,,,0.82,0.82,,143.00,12.30,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,40.00,,,,10.00,,10.00,,,48.80,,,,,,,,,,,,,109.00,,,,,49.84,,,,,,,48.83,,,,,0.00,,,0.06,36.86,6.04,2016/04/14 13:21:00
,44.60,155.00,3.80,22.10,,,,,,,,,,,,0.82,0.82,,117.00,10.07,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,40.00,,,,10.00,,10.00,,,50.07,,,,,,,,,,,,,111.00,,,,,49.77,,,,,,,50.13,,,,,0.07,,,0.00,37.40,3.58,2016/04/14 13:30:00
,45.50,150.00,5.37,21.02,,,,,,,,,,,,0.82,0.82,,117.00,10.07,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,37.00,,,,10.00,,10.00,,,51.30,,,,,,,,,,,,,148.00,,,,,49.70,,,,,,,51.64,,,,,0.00,,,0.06,37.94,6.71,2016/04/14 13:41:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/04/14 13:50:00
,47.12,125.00,6.93,21.20,,,,,,,,,,,,0.82,0.82,,150.00,11.63,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,35.00,,,,10.00,,10.00,,,52.52,,,,,,,,,,,,,118.00,,,,,49.64,,,,,,,52.98,,,,,0.00,,,0.06,39.02,6.49,2016/04/14 13:51:00
,46.94,125.00,6.04,22.10,,,,,,,,,,,,0.82,0.82,,143.00,12.53,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,36.00,,,,10.00,,10.00,,,53.66,,,,,,,,,,,,,181.00,,,,,49.58,,,,,,,54.43,,,,,0.00,,,0.13,39.02,5.37,2016/04/14 14:01:00
,48.74,130.00,5.59,22.10,,,,,,,,,,,,0.82,0.82,,172.00,12.08,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,34.00,,,,10.00,,10.00,,,54.95,,,,,,,,,,,,,152.00,,,,,49.53,,,,,,,55.69,,,,,0.00,,,0.00,40.28,6.71,2016/04/14 14:10:00
,48.92,155.00,6.93,21.92,,,,,,,,,,,,0.82,0.82,,143.00,13.42,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,34.00,,,,10.00,,10.00,,,56.51,,,,,,,,,,,,,161.00,,,,,49.49,,,,,,,57.30,,,,,0.00,,,0.06,40.28,4.92,2016/04/14 14:21:00
,49.82,120.00,5.59,21.38,,,,,,,,,,,,0.82,0.82,,171.00,10.51,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,32.00,,,,10.00,,10.00,,,57.90,,,,,,,,,,,,,153.00,,,,,49.45,,,,,,,58.67,,,,,0.00,,,0.00,40.82,7.38,2016/04/14 14:31:00
,50.72,165.00,6.26,22.64,,,,,,,,,,,,0.82,0.82,,158.00,10.29,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,32.00,,,,10.00,,10.00,,,59.01,,,,,,,,,,,,,163.00,,,,,49.42,,,,,,,60.08,,,,,0.14,,,0.00,41.72,5.59,2016/04/14 14:41:00
,50.90,150.00,4.47,21.92,,,,,,,,,,,,0.82,0.82,,122.00,12.30,57.92,34.52,,,1969/12/31 19:00:00,2.00,,,,,10.00,,10.00,,,60.51,,,,,,,,,,,,,156.00,,,,,49.40,,,,,,,61.63,,,,,0.07,,,0.13,41.72,5.82,2016/04/14 14:50:00
,,,,,,,,,,,,,,,,,,,,,,,1969/12/31 19:00:00,,,,31.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/04/14 14:51:00
,52.34,135.00,5.82,22.10,,,,,,,,,,,,0.82,0.82,,126.00,13.20,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,30.00,,,,10.00,,10.00,,,61.91,,,,,,,,,,,,,189.00,,,,,49.39,,,,,,,63.08,,,,,0.14,,,0.38,42.80,9.84,2016/04/14 15:01:00
,52.52,120.00,3.58,21.92,,,,,,,,,,,,0.82,0.82,,157.00,13.20,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,29.00,,,,10.00,,10.00,,,62.88,,,,,,,,,,,,,86.00,,,,,49.38,,,,,,,64.30,,,,,0.14,,,0.00,42.80,1.79,2016/04/14 15:10:00
,53.60,195.00,6.04,23.54,,,,,,,,,,,,0.82,0.82,,202.00,10.74,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,30.00,,,,10.00,,10.00,,,64.28,,,,,,,,,,,,,171.00,,,,,49.39,,,,,,,65.72,,,,,0.14,,,0.06,43.70,6.26,2016/04/14 15:21:00
,52.70,120.00,5.37,18.86,,,,,,,,,,,,0.82,0.82,,138.00,9.62,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,26.00,,,,10.00,,10.00,,,65.57,,,,,,,,,,,,,121.00,,,,,49.41,,,,,,,67.20,,,,,0.14,,,0.06,42.80,7.38,2016/04/14 15:30:00
,53.06,140.00,5.37,22.82,,,,,,,,,,,,0.82,0.82,,129.00,10.51,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,30.00,,,,10.00,,10.00,,,66.86,,,,,,,,,,,,,154.00,,,,,49.43,,,,,,,68.50,,,,,0.07,,,0.06,43.16,4.03,2016/04/14 15:41:00
,54.68,165.00,5.14,22.28,,,,,,,,,,,,0.82,0.82,,197.00,12.08,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,28.00,,,,10.00,,10.00,,,68.09,,,,,,,,,,,,,111.00,,,,,49.47,,,,,,,69.83,,,,,0.00,,,0.00,44.42,3.36,2016/04/14 15:50:00
,53.42,120.00,5.82,20.66,,,,,,,,,,,,0.82,0.82,,114.00,10.51,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,27.00,,,,10.00,,10.00,,,69.37,,,,,,,,,,,,,98.00,,,,,49.51,,,,,,,71.14,,,,,0.00,,,0.00,43.34,5.59,2016/04/14 16:01:00
,54.86,170.00,7.16,21.56,,,,,,,,,,,,0.82,0.82,,167.00,11.18,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,27.00,,,,10.00,,10.00,,,70.32,,,,,,,,,,,,,109.00,,,,,49.57,,,,,,,72.11,,,,,0.00,,,0.06,44.42,5.82,2016/04/14 16:10:00
,56.66,155.00,5.82,22.82,,,,,,,,,,,,0.82,0.82,,171.00,12.08,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,26.00,,,,10.00,,10.00,,,71.26,,,,,,,,,,,,,150.00,,,,,49.63,,,,,,,73.12,,,,,0.00,,,0.06,45.68,2.68,2016/04/14 16:20:00
,56.12,130.00,3.13,20.48,,,,,,,,,,,,0.82,0.82,,175.00,8.50,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,24.00,,,,10.00,,10.00,,,72.37,,,,,,,,,,,,,153.00,,,,,49.71,,,,,,,74.24,,,,,0.07,,,0.06,45.14,2.24,2016/04/14 16:31:00
,56.30,120.00,6.04,21.56,,,,,,,,,,,,0.82,0.82,,127.00,10.74,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,25.00,,,,10.00,,10.00,,,73.32,,,,,,,,,,,,,109.00,,,,,49.79,,,,,,,75.39,,,,,0.00,,,0.13,45.32,3.36,2016/04/14 16:40:00
,56.48,150.00,5.14,22.10,,,,,,,,,,,,0.82,0.82,,130.00,9.17,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,26.00,,,,10.00,,10.00,,,74.33,,,,,,,,,,,,,137.00,,,,,49.88,,,,,,,76.42,,,,,0.07,,,0.00,45.50,3.80,2016/04/14 16:51:00
,,,4.70,,,,,,,,,,,,,0.82,0.82,,,,,,,,,,,,,,10.00,,10.00,,,75.34,,,,,,,,,,,,,,,,,,49.98,,,,,,,77.39,,,,,0.07,,,0.13,,,2016/04/14 17:00:00
,57.02,150.00,,23.18,,,,,,,,,,,,,,,184.00,7.16,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,26.00,,,,,,,,,,,,,,,,,,,,,,149.00,,,,,,,,,,,,,,,,,,,,,46.04,6.26,2016/04/14 17:01:00
,57.92,145.00,4.25,21.74,,,,,,,,,,,,0.82,0.82,,145.00,10.74,57.92,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,24.00,,,,10.00,,10.00,,,76.48,,,,,,,,,,,,,167.00,,,,,50.10,,,,,,,78.44,,,,,0.00,,,0.00,46.40,5.14,2016/04/14 17:11:00
,,55.00,3.80,,,,,,,,,,,,,0.82,0.82,,122.00,8.72,,,,,,,,,,,10.00,,10.00,,,77.21,,,,,,,,,,,,,136.00,,,,,50.22,,,,,,,79.25,,,,,0.00,,,0.00,,7.38,2016/04/14 17:20:00
,57.74,,,19.58,,,,,,,,,,,,,,,,,58.10,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.22,,2016/04/14 17:21:00
,58.10,100.00,2.68,19.76,,,,,,,,,,,,0.82,0.82,,148.00,8.28,58.46,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,22.00,,,,10.00,,10.00,,,78.08,,,,,,,,,,,,,71.00,,,,,50.35,,,,,,,80.09,,,,,0.00,,,0.06,46.58,0.45,2016/04/14 17:30:00
,58.82,90.00,3.80,17.42,,,,,,,,,,,,0.82,0.82,,141.00,8.72,59.36,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,19.00,,,,10.00,,10.00,,,78.80,,,,,,,,,,,,,94.00,,,,,50.50,,,,,,,80.87,,,,,0.00,,,0.00,47.12,3.13,2016/04/14 17:41:00
,59.90,140.00,6.71,18.14,,,,,,,,,,,,0.82,0.82,,157.00,9.84,60.44,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,19.00,,,,10.00,,10.00,,,79.69,,,,,,,,,,,,,110.00,,,,,50.65,,,,,,,81.55,,,,,0.00,,,0.19,47.84,4.92,2016/04/14 17:51:00
,59.54,135.00,4.70,19.94,,,,,,,,,,,,0.82,0.82,,134.00,8.95,60.44,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,21.00,,,,10.00,,10.00,,,80.05,,,,,,,,,,,,,138.00,,,,,50.81,,,,,,,81.97,,,,,0.00,,,0.19,47.66,4.70,2016/04/14 18:01:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/04/14 18:10:00
,59.72,135.00,6.04,17.24,,,,,,,,,,,,0.82,0.82,,147.00,10.29,60.44,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,18.00,,,,10.00,,10.00,,,80.70,,,,,,,,,,,,,150.00,,,,,50.97,,,,,,,82.58,,,,,0.00,,,0.00,47.66,5.14,2016/04/14 18:11:00
,61.16,145.00,5.37,20.66,,,,,,,,,,,,0.82,0.82,,166.00,12.08,61.16,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,20.00,,,,10.00,,10.00,,,81.24,,,,,,,,,,,,,145.00,,,,,51.13,,,,,,,83.26,,,,,0.00,,,0.00,48.74,3.80,2016/04/14 18:20:00
,61.16,160.00,6.04,23.36,,,,,,,,,,,,0.82,0.82,,140.00,12.97,61.88,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,23.00,,,,10.00,,10.00,,,81.95,,,,,,,,,,,,,133.00,,,,,51.32,,,,,,,83.68,,,,,0.00,,,0.00,48.74,8.05,2016/04/14 18:31:00
,61.34,105.00,3.13,22.46,,,,,,,,,,,,0.82,0.82,,137.00,10.29,61.88,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,22.00,,,,10.00,,10.00,,,82.04,,,,,,,,,,,,,80.00,,,,,51.50,,,,,,,83.96,,,,,0.00,,,0.00,48.74,4.70,2016/04/14 18:41:00
,61.52,125.00,4.47,22.10,,,,,,,,,,,,0.82,0.82,,131.00,7.16,61.88,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,21.00,,,,10.00,,10.00,,,82.30,,,,,,,,,,,,,104.00,,,,,51.68,,,,,,,84.19,,,,,0.00,,,0.06,48.92,3.13,2016/04/14 18:50:00
,61.88,30.00,1.34,22.46,,,,,,,,,,,,0.82,0.82,,138.00,8.05,62.06,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,21.00,,,,10.00,,10.00,,,82.66,,,,,,,,,,,,,12.00,,,,,51.88,,,,,,,84.49,,,,,0.00,,,0.06,49.10,1.34,2016/04/14 19:01:00
,62.24,135.00,5.82,25.52,,,,,,,,,,,,0.82,0.82,,147.00,10.29,62.42,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,,,,,10.00,,10.00,,,82.86,,,,,,,,,,,,,103.00,,,,,52.08,,,,,,,84.87,,,,,0.07,,,0.06,49.46,3.13,2016/04/14 19:10:00
,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/04/14 19:11:00
,62.96,160.00,4.92,27.32,,,,,,,,,,,,0.82,0.82,,146.00,9.17,63.14,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,25.00,,,,10.00,,10.00,,,83.33,,,,,,,,,,,,,125.00,,,,,52.30,,,,,,,85.04,,,,,0.00,,,0.06,50.00,2.01,2016/04/14 19:21:00
,62.24,110.00,3.58,27.68,,,,,,,,,,,,0.82,0.82,,158.00,12.75,63.14,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,26.00,,,,10.00,,10.00,,,83.27,,,,,,,,,,,,,98.00,,,,,52.50,,,,,,,84.88,,,,,0.00,,,0.06,49.64,2.24,2016/04/14 19:31:00
,63.68,125.00,4.03,28.22,,,,,,,,,,,,0.82,0.82,,160.00,9.17,63.68,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,25.00,,,,10.00,,10.00,,,83.14,,,,,,,,,,,,,194.00,,,,,52.71,,,,,,,84.74,,,,,0.00,,,0.06,50.54,8.28,2016/04/14 19:41:00
,64.40,145.00,4.92,30.02,,,,,,,,,,,,0.82,0.82,,163.00,9.40,64.58,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,27.00,,,,10.00,,10.00,,,83.24,,,,,,,,,,,,,149.00,,,,,52.92,,,,,,,84.76,,,,,0.00,,,0.06,51.08,6.04,2016/04/14 19:50:00
,63.32,130.00,4.47,27.86,,,,,,,,,,,,0.82,0.82,,156.00,9.84,65.12,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,25.00,,,,10.00,,10.00,,,83.28,,,,,,,,,,,,,112.00,,,,,53.14,,,,,,,84.59,,,,,0.00,,,0.06,50.36,2.68,2016/04/14 20:01:00
,63.50,140.00,5.59,28.40,,,,,,,,,,,,0.82,0.82,,143.00,12.53,65.12,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,26.00,,,,10.00,,10.00,,,83.11,,,,,,,,,,,,,140.00,,,,,53.34,,,,,,,84.29,,,,,0.00,,,0.06,50.36,6.71,2016/04/14 20:11:00
,63.68,120.00,6.04,28.58,,,,,,,,,,,,,,,154.00,13.42,65.12,34.52,1969/12/31 19:00:00,,1969/12/31 19:00:00,2.00,26.00,,,,,,,,,,,,,,,,,,,,,,106.00,,,,,,,,,,,,,,,,,,,,,50.54,2.46,2016/04/14 20:21:00
,71.24,175.00,3.36,35.96,,,,,,,,,,,,,,,121.00,8.95,71.42,41.36,,,2016/04/12 00:09:44,2.00,,,,,,,3.00,,,,,,,,104.00,,,,,,,,167.00,,,,,,,,,,,,,,,,,,,,,55.76,4.25,2016/04/14 19:00:00
,,,,,,,,,,,,,,,,,,0.82,,,,,2016/04/12 02:27:48,,,,26.00,,,,,,,10.00,,,,,,,,,,,,,,,,,,,59.95,,,,,,,,,103.17,,,0.05,,,,,,,2016/04/14 19:01:00
,70.52,105.00,5.82,34.52,,,,,,,,,,,,,,0.82,103.00,12.75,71.60,41.36,,,,2.00,,,,,,,,10.00,,,,,,,,,,,,,,,23.00,,,,60.18,,,,,,,,,103.04,,,0.00,,,,,55.22,3.13,2016/04/14 19:10:00
,,,,,,,,,,,,,,,,,,,,,,,2016/04/12 02:27:48,,2016/04/12 00:09:44,,26.00,,,,,,3.00,,,,,,,,103.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/04/14 19:11:00
,71.24,170.00,6.04,34.34,,,,,,,,,,,,,,,174.00,12.30,71.78,41.36,2016/04/12 02:27:48,,2016/04/12 00:09:44,2.00,25.00,,,,,,3.00,,,,,,,,103.64,,,,,,,,244.00,,,,,,,,,,,,,,,,,,,,,55.58,6.49,2016/04/14 19:20:00
,,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,60.43,,,,,,,,,103.24,,,0.05,,,,,,,2016/04/14 19:21:00
,71.42,140.00,5.59,34.34,,,,,,,,,,,,,,,175.00,12.08,71.78,41.36,,,,2.00,,,,,,,3.00,,,,,,,,,,,,,,,,153.00,,,,,,,,,,,,,,,,,,,,,55.76,6.26,2016/04/14 19:30:00
,,,,,,,,,,,,,,,,,,0.82,,,,,2016/04/12 02:27:48,,2016/04/12 00:09:44,,25.00,,,,,,,10.00,,,,,,,103.82,,,,,,,,,,,,60.66,,,,,,,,,103.14,,,0.00,,,,,,,2016/04/14 19:31:00
,72.32,125.00,6.49,34.88,,,,,,,,,,,,,,,128.00,11.63,72.32,41.36,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,128.00,,,,,,,,,,,,,,,,,,,,,56.30,9.17,2016/04/14 19:40:00
,,,,,,,,,,,,,,,,,,0.82,,,,,2016/04/12 02:27:48,,2016/04/12 00:09:44,,25.00,,,,,,3.00,10.00,,,,,,,103.28,,,,,,,,,,,,60.91,,,,,,,,,103.13,,,0.05,,,,,,,2016/04/14 19:41:00
,73.40,130.00,3.36,35.60,,,,,,,,,,,,,,,148.00,9.17,73.40,41.36,2016/04/12 02:27:48,,2016/04/12 00:09:44,2.00,25.00,,,,,,3.00,,,,,,,,102.38,,,,,,,,127.00,,,,,,,,,,,,,,,,,,,,,57.02,5.82,2016/04/14 19:50:00
,,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,61.20,,,,,,,,,102.70,,,0.00,,,,,,,2016/04/14 19:51:00
,71.96,130.00,3.58,33.98,,,,,,,,,,,,,,,169.00,14.09,73.58,41.36,,,2016/04/12 00:09:44,2.00,,,,,,,3.00,,,,,,,,102.56,,,,,,,,84.00,,,,,,,,,,,,,,,,,,,,,56.12,4.25,2016/04/14 20:00:00
,,,,,,,,,,,,,,,,,,0.82,,,,,2016/04/12 02:27:48,,,,24.00,,,,,,,10.00,,,,,,,,,,,,,,,,,,,61.43,,,,,,,,,102.89,,,0.00,,,,,,,2016/04/14 20:01:00
,72.14,115.00,7.38,33.80,,,,,,,,,,,,,,,161.00,14.09,73.58,41.36,2016/04/12 02:27:48,,2016/04/12 00:09:44,2.00,24.00,,,,,,3.00,,,,,,,,103.28,,,,,,,,121.00,,,,,,,,,,,,,,,,,,,,,56.12,8.72,2016/04/14 20:10:00
,,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,61.68,,,,,,,,,102.48,,,0.00,,,,,,,2016/04/14 20:11:00
,72.50,150.00,5.37,33.26,,,,,,,,,,,,,,,123.00,12.30,73.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.00,,,,,,,,,,,,,,,,,,,,,56.30,3.58,2016/04/14 20:20:00
,,,,,,,,,,,,,,,,,,0.82,,,,41.36,,,2016/04/12 00:09:44,2.00,,,,,,,3.00,10.00,,,,,,,103.28,,,,,,,,,,,,61.94,,,,,,,,,102.05,,,0.00,,,,,,,2016/04/14 20:21:00
,,,,,,,,,,,,,,,,,,,,,,,2016/04/12 02:27:48,,,,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/04/14 20:22:00
,57.56,185.00,18.79,55.94,,,,,,,,,,,,,,,177.00,24.83,67.82,40.64,,,2011/03/01 01:57:12,2.00,94.00,,,,5.00,,5.00,,,,,,55.40,,55.40,,,,,,,,185.00,2011/03/01 02:03:31,,,,,,,,,,,,,,,,,,,,56.66,14.32,2016/03/31 08:00:00
,57.74,185.00,16.33,55.76,,,,,,,,,,,,,,,178.00,26.62,67.82,40.64,,,2011/03/01 02:14:16,1.00,93.00,,,,5.00,,5.00,,,,,,55.58,,55.58,,,,,,,,182.00,2011/03/01 02:03:31,,,,,,,,,,,,,,,,,,,,56.66,12.75,2016/03/31 08:10:00
,57.56,190.00,13.42,56.30,,,,,,,,,,,,,,,160.00,26.40,67.82,40.64,,,2011/03/01 02:19:49,1.00,95.00,,,,5.00,,5.00,,,,,,55.40,,55.40,,,,,,,,179.00,2011/03/01 02:19:22,,,,,,,,,,,,,,,,,,,,56.84,19.01,2016/03/31 08:20:00
,57.74,185.00,13.65,56.30,,,,,,,,,,,,,,,194.00,22.59,67.82,40.64,,,2011/03/01 02:19:49,2.00,94.00,,,,5.00,,5.00,,,,,,55.40,,55.40,,,,,,,,199.00,2011/03/01 02:27:47,,,,,,,,,,,,,,,,,,,,56.84,12.08,2016/03/31 08:30:00
,57.92,185.00,15.66,56.12,,,,,,,,,,,,,,,171.00,22.59,67.82,40.64,,,2011/03/01 02:19:49,2.00,94.00,,,,5.00,,5.00,,,,,,55.40,,55.40,,,,,,,,201.00,2011/03/01 02:27:47,,,,,,,,,,,,,,,,,,,,56.84,11.63,2016/03/31 08:40:00
,57.92,185.00,12.53,56.66,,,,,,,,,,,,,,,188.00,23.26,67.82,40.64,,,2011/03/01 02:54:51,1.00,95.00,,,,5.00,,5.00,,,,,,55.40,,55.40,,,,,,,,183.00,2011/03/01 02:27:47,,,,,,,,,,,,,,,,,,,,57.20,15.43,2016/03/31 08:50:00
,58.10,180.00,12.97,56.84,,,,,,,,,,,,,,,172.00,20.36,67.82,41.00,,,2011/03/01 03:03:25,1.00,96.00,,,,5.00,,5.00,,,,,,55.76,,55.58,,,,,,,,210.00,2011/03/01 02:56:53,,,,,,,,,,,,,,,,,,,,57.38,13.87,2016/03/31 09:00:00
,57.92,180.00,11.63,57.20,,,,,,,,,,,,,,,209.00,22.15,67.82,41.00,,,2011/03/01 03:14:11,1.00,97.00,,,,5.00,,5.00,,,,,,55.94,,55.76,,,,,,,,208.00,2011/03/01 03:10:17,,,,,,,,,,,,,,,,,,,,57.56,10.07,2016/03/31 09:10:00
,58.10,195.00,15.21,57.20,,,,,,,,,,,,,,,193.00,22.15,67.82,41.00,,,2011/03/01 03:14:11,2.00,96.00,,,,5.00,,5.00,,,,,,56.12,,55.94,,,,,,,,186.00,2011/03/01 03:17:07,,,,,,,,,,,,,,,,,,,,57.56,13.42,2016/03/31 09:20:00
,58.64,195.00,14.99,57.02,,,,,,,,,,,,,,,178.00,25.72,67.82,41.00,,,2011/03/01 03:34:29,2.00,94.00,,,,5.00,,5.00,,,,,,56.30,,56.30,,,,,,,,196.00,2011/03/01 03:36:26,,,,,,,,,,,,,,,,,,,,57.74,13.87,2016/03/31 09:30:00
,58.82,185.00,16.78,57.38,,,,,,,,,,,,,,,194.00,23.94,67.82,41.00,,,2011/03/01 03:38:46,2.00,95.00,,,,5.00,,5.00,,,,,,56.30,,56.30,,,,,,,,148.00,2011/03/01 03:41:01,,,,,,,,,,,,,,,,,,,,57.92,18.12,2016/03/31 09:40:00
,66.56,115.00,6.26,28.76,,,,,,,,,,,,,,,85.00,12.75,67.46,36.14,,,,2.00,24.00,,,,3.00,,3.00,,,,,,99.14,,95.90,,,,,,,,94.00,,58.10,,,,,,,,,,,,,,,,,,,52.34,12.75,2016/04/14 19:00:00
,67.10,70.00,4.25,29.66,,,,,,,,,,,,,,,94.00,13.42,67.46,36.14,,,,2.00,24.00,,,,3.00,,3.00,,,,,,98.60,,95.18,,,,,,,,95.00,,58.28,,,,,,,,,,,,,,,,,,,52.70,4.25,2016/04/14 19:10:00
